drive_id,name,outcome,invoice_id,is_invoice,document_type,entity_id,entity_source,counterparty_id,vendor_flag,coa,duplicate_of,timestamp
invoice.pdf,invoice.pdf,covered,,,,,,,,,inv#1581,2026-07-31T00:00:50.005293
IMG_2523.png,IMG_2523.png,covered,,,,,,,,,inv#575,2026-07-31T00:00:50.033708
18916798_FEE INVOICE.pdf,18916798_FEE INVOICE.pdf,covered,,,,,,,,,inv#741,2026-07-31T00:00:50.061985
Invoice INV-0082.pdf,Invoice INV-0082.pdf,stray_loaded,1697,True,tax_invoice,3,bill_to,,QUARANTINE,,,2026-07-31T00:00:50.091286
Motor Vehicle Fleet (February) Invoice 227538 - DRIVELA.pdf,Motor Vehicle Fleet (February) Invoice 227538 - DRIVELA.pdf,covered,,,,,,,,,inv#994,2026-07-31T00:01:05.879452
SMC1995C - BOT 32019 - Invoice number 67b7e8211c11b89bdec6e8ff.pdf,SMC1995C - BOT 32019 - Invoice number 67b7e8211c11b89bdec6e8ff.pdf,covered,,,,,,,,,inv#948,2026-07-31T00:01:05.909650
Nick_s invoices (13).pdf,Nick_s invoices (13).pdf,covered,,,,,,,,,inv#1283,2026-07-31T00:01:05.941143
1778649914489-79936504_Fee-invoice.pdf,1778649914489-79936504_Fee-invoice.pdf,covered,,,,,,,,,inv#317,2026-07-31T00:01:05.968183
2024-07-24 Invoice #3457 - Invoice.pdf,2024-07-24 Invoice #3457 - Invoice.pdf,covered,,,,,,,,,inv#1413,2026-07-31T00:01:05.996009
TOKIO (6).PNG,TOKIO (6).PNG,covered,,,,,,,,,inv#1011,2026-07-31T00:01:06.025326
SGIN25-351623.pdf,SGIN25-351623.pdf,covered,,,,,,,,,inv#709,2026-07-31T00:01:06.053275
New Claim Acknowledgement (1) (1).pdf,New Claim Acknowledgement (1) (1).pdf,covered,,,,,,,,,inv#1153,2026-07-31T00:01:06.083772
1012744.PDF,1012744.PDF,covered,,,,,,,,,inv#1580,2026-07-31T00:01:06.110904
SGIN25-3001.pdf,SGIN25-3001.pdf,covered,,,,,,,,,inv#1024,2026-07-31T00:01:06.139000
Finalised Claim Advice.pdf,Finalised Claim Advice.pdf,covered,,,,,,,,,inv#1229,2026-07-31T00:01:06.168938
392LCQ_FEE INVOICE.pdf,392LCQ_FEE INVOICE.pdf,covered,,,,,,,,,inv#980,2026-07-31T00:01:06.196838
$1820 SEP DRIVELAH.pdf,$1820 SEP DRIVELAH.pdf,covered,,,,,,,,,inv#1321,2026-07-31T00:01:06.227457
Invoice INV-3190648.pdf,Invoice INV-3190648.pdf,covered,,,,,,,,,inv#517,2026-07-31T00:01:06.258033
Invoice INV-0083.pdf,Invoice INV-0083.pdf,stray_loaded,1698,True,tax_invoice,3,bill_to,,QUARANTINE,,,2026-07-31T00:01:06.285721
SGIN24-329504 (1).pdf,SGIN24-329504 (1).pdf,covered,,,,,,,,,inv#1470,2026-07-31T00:01:21.947081
Invoice INV-1612.pdf,Invoice INV-1612.pdf,covered,,,,,,,,,inv#1268,2026-07-31T00:01:21.976195
G0189658_20250426_100220 (1).pdf,G0189658_20250426_100220 (1).pdf,covered,,,,,,,,,inv#922,2026-07-31T00:01:22.004711
CV67MY - Repo invoice.pdf,CV67MY - Repo invoice.pdf,covered,,,,,,,,,inv#1238,2026-07-31T00:01:22.032560
98841.pdf,98841.pdf,covered,,,,,,,,,inv#1249,2026-07-31T00:01:22.062401
2025.07.17 SOA-CT_OB2420250713121148CY5 (Late payment) (1).pdf,2025.07.17 SOA-CT_OB2420250713121148CY5 (Late payment) (1).pdf,covered,,,,,,,,,inv#691,2026-07-31T00:01:22.089906
1777268132695-Invoice_16833618_160426090658.pdf,1777268132695-Invoice_16833618_160426090658.pdf,covered,,,,,,,,,inv#337,2026-07-31T00:01:22.117718
VR Graphics Invoice February 2024.pdf,VR Graphics Invoice February 2024.pdf,covered,,,,,,,,,inv#1563,2026-07-31T00:01:22.148756
INV0005.pdf,INV0005.pdf,covered,,,,,,,,,inv#1524,2026-07-31T00:01:22.177860
AU-MRKV0302640C TaxInvoice.pdf,AU-MRKV0302640C TaxInvoice.pdf,covered,,,,,,,,,inv#1193,2026-07-31T00:01:22.208946
Invoice INV-6009.pdf,Invoice INV-6009.pdf,covered,,,,,,,,,inv#1124,2026-07-31T00:01:22.238107
18674.pdf,18674.pdf,covered,,,,,,,,,inv#561,2026-07-31T00:01:22.267544
BOU538 - Repair Invoice 18517.jpg,BOU538 - Repair Invoice 18517.jpg,covered,,,,,,,,,inv#701,2026-07-31T00:01:22.297876
NTUC - 62580019818.png,NTUC - 62580019818.png,not_invoice,,False,report,,,,,,,2026-07-31T00:01:22.326865
FLM - 27270073_FEE INVOICE - YNM09V.pdf,FLM - 27270073_FEE INVOICE - YNM09V.pdf,stray_loaded,1699,True,tax_invoice,3,bill_to,72,MATCHED,5034,,2026-07-31T00:01:24.921415
SGIN24-526886.pdf,SGIN24-526886.pdf,covered,,,,,,,,,inv#1373,2026-07-31T00:01:30.626716
image0 (6) (1).jpeg,image0 (6) (1).jpeg,covered,,,,,,,,,inv#630,2026-07-31T00:01:30.654256
521AQ9 - Repo invoice.pdf,521AQ9 - Repo invoice.pdf,covered,,,,,,,,,inv#1243,2026-07-31T00:01:30.682072
SGIN25-139687.pdf,SGIN25-139687.pdf,covered,,,,,,,,,inv#1019,2026-07-31T00:01:30.711521
4012876_20260121_FEE INVOICE.pdf,4012876_20260121_FEE INVOICE.pdf,stray_loaded,1700,True,tax_invoice,3,bill_to,72,MATCHED,5034,,2026-07-31T00:01:30.741235
INV0000198343.png,INV0000198343.png,covered,,,,,,,,,inv#735,2026-07-31T00:01:37.469656
1ZT4VM - Repo invoice.pdf,1ZT4VM - Repo invoice.pdf,covered,,,,,,,,,inv#1240,2026-07-31T00:01:37.497627
MPDG Services Pty Ltd invoice.pdf,MPDG Services Pty Ltd invoice.pdf,covered,,,,,,,,,inv#445,2026-07-31T00:01:37.526952
Screenshot 2025-08-04 at 11.07.58 AM (1).png,Screenshot 2025-08-04 at 11.07.58 AM (1).png,covered,,,,,,,,,inv#649,2026-07-31T00:01:37.555002
Tax Invoice #14337.pdf,Tax Invoice #14337.pdf,covered,,,,,,,,,inv#828,2026-07-31T00:01:37.583778
Invoice INV-3190556 (1).pdf,Invoice INV-3190556 (1).pdf,covered,,,,,,,,,inv#1057,2026-07-31T00:01:37.613058
1775622390404-64096.pdf,1775622390404-64096.pdf,covered,,,,,,,,,inv#363,2026-07-31T00:01:37.643488
FTI1100000815 (2).pdf,FTI1100000815 (2).pdf,covered,,,,,,,,,inv#753,2026-07-31T00:01:37.671109
5335254_FEE INVOICE.pdf,5335254_FEE INVOICE.pdf,covered,,,,,,,,,inv#862,2026-07-31T00:01:37.700622
AWS (5).PNG,AWS (5).PNG,covered,,,,,,,,,inv#1168,2026-07-31T00:01:37.728714
Drive_AS_Feb 05-Feb 11_004.pdf,Drive_AS_Feb 05-Feb 11_004.pdf,covered,,,,,,,,,inv#1578,2026-07-31T00:01:37.758186
WhatsApp Image 2024-02-15 at 15.12.37.jpeg,WhatsApp Image 2024-02-15 at 15.12.37.jpeg,covered,,,,,,,,,inv#1570,2026-07-31T00:01:37.787024
June 2026 otoplug.png,June 2026 otoplug.png,covered,,,,,,,,,inv#251,2026-07-31T00:01:37.810997
Invoice INV-6209.pdf,Invoice INV-6209.pdf,covered,,,,,,,,,inv#972,2026-07-31T00:01:37.841197
Dunning Letter-Drive Lah Pte. Ltd.-SGD-2024-03-19 (1).pdf,Dunning Letter-Drive Lah Pte. Ltd.-SGD-2024-03-19 (1).pdf,covered,,,,,,,,,inv#1536,2026-07-31T00:01:37.869416
IRAS - Drive Lah Ventures Holding Pte Ltd.pdf,IRAS - Drive Lah Ventures Holding Pte Ltd.pdf,covered,,,,,,,,,inv#579,2026-07-31T00:01:37.898999
inv 2534887.pdf,inv 2534887.pdf,covered,,,,,,,,,inv#480,2026-07-31T00:01:37.927320
SOA-000A8-JANUARY 2025 -DRIVELAH.xlsx - SOA -030624.pdf,SOA-000A8-JANUARY 2025 -DRIVELAH.xlsx - SOA -030624.pdf,covered,,,,,,,,,inv#1009,2026-07-31T00:01:37.955936
Nick_s invoices (8).pdf,Nick_s invoices (8).pdf,covered,,,,,,,,,inv#1283,2026-07-31T00:01:37.980729
Repair inovice (1).png,Repair inovice (1).png,covered,,,,,,,,,inv#1269,2026-07-31T00:01:38.007182
New Claim Acknowledgement 1ZL2LU.pdf,New Claim Acknowledgement 1ZL2LU.pdf,covered,,,,,,,,,inv#1148,2026-07-31T00:01:38.035903
Invoice_VH-IN-25-005813.pdf,Invoice_VH-IN-25-005813.pdf,stray_loaded,1701,True,tax_invoice,1,bill_to,,QUARANTINE,,,2026-07-31T00:01:38.064342
VR Graphics Invoice August 2024 (1).pdf,VR Graphics Invoice August 2024 (1).pdf,covered,,,,,,,,,inv#1383,2026-07-31T00:01:54.463418
FLM - 46654937_Fee invoice - 911RIN.pdf,FLM - 46654937_Fee invoice - 911RIN.pdf,stray_loaded,1702,True,tax_invoice,3,bill_to,72,MATCHED,5034,,2026-07-31T00:01:54.492075
01250473_20250528_075943.pdf,01250473_20250528_075943.pdf,covered,,,,,,,,,inv#775,2026-07-31T00:02:00.567929
SGIN26-71775.pdf,SGIN26-71775.pdf,covered,,,,,,,,,inv#377,2026-07-31T00:02:00.591178
Motor Fleet Renewal (September) Invoice 232626 - DRIVELA.pdf,Motor Fleet Renewal (September) Invoice 232626 - DRIVELA.pdf,covered,,,,,,,,,inv#552,2026-07-31T00:02:00.619186
"$1,860_NOV_DRIVELAH.pdf","$1,860_NOV_DRIVELAH.pdf",covered,,,,,,,,,inv#1266,2026-07-31T00:02:00.647955
VH-PI-25-005063 (1).pdf,VH-PI-25-005063 (1).pdf,covered,,,,,,,,,inv#614,2026-07-31T00:02:00.676127
DRIVELAH-JAN-$1878.pdf,DRIVELAH-JAN-$1878.pdf,covered,,,,,,,,,inv#1116,2026-07-31T00:02:00.704674
1773908427686-84259669_Fee-Invoice.pdf,1773908427686-84259669_Fee-Invoice.pdf,covered,,,,,,,,,inv#388,2026-07-31T00:02:00.732934
INV0007.pdf,INV0007.pdf,covered,,,,,,,,,inv#1513,2026-07-31T00:02:00.760541
Ilya - INV-01259.pdf,Ilya - INV-01259.pdf,stray_loaded,1703,True,tax_invoice,3,bill_to,138,MATCHED,5032,,2026-07-31T00:02:00.788868
SGIN24-396449.pdf,SGIN24-396449.pdf,covered,,,,,,,,,inv#1426,2026-07-31T00:02:06.669662
Invoice_INVFR0421084.pdf,Invoice_INVFR0421084.pdf,duplicate,,,,,,,,,inv#698,2026-07-31T00:02:06.698206
Excess Request (13).pdf,Excess Request (13).pdf,covered,,,,,,,,,inv#823,2026-07-31T00:02:22.533727
Drive_AS_Jan 22-Jan 28_002.pdf,Drive_AS_Jan 22-Jan 28_002.pdf,covered,,,,,,,,,inv#1586,2026-07-31T00:02:22.564694
1773106045857-Invoice_AAU197156_2026-02-16_2026-02-16_50434.pdf,1773106045857-Invoice_AAU197156_2026-02-16_2026-02-16_50434.pdf,covered,,,,,,,,,inv#401,2026-07-31T00:02:22.593520
etpuf3blfgpscpuz0jko.pdf,etpuf3blfgpscpuz0jko.pdf,covered,,,,,,,,,inv#574,2026-07-31T00:02:22.624018
"TAX INVOICE DM017 - BURKETT, Megan Louise DM 40072744 (3.10.25).pdf","TAX INVOICE DM017 - BURKETT, Megan Louise DM 40072744 (3.10.25).pdf",stray_loaded,1705,True,tax_invoice,3,bill_to,111,MATCHED,5001,,2026-07-31T00:02:22.654807
47867240Fee invoice.pdf,47867240Fee invoice.pdf,stray_loaded,1706,True,tax_invoice,3,bill_to,72,MATCHED,5034,,2026-07-31T00:02:38.259849
11732.pdf,11732.pdf,covered,,,,,,,,,inv#1363,2026-07-31T00:02:44.050337
EUG42E_Fee invoice.pdf,EUG42E_Fee invoice.pdf,covered,,,,,,,,,inv#976,2026-07-31T00:02:44.078827
570012537(Drivelah Subscription fee 06.2025) (1).pdf,570012537(Drivelah Subscription fee 06.2025) (1).pdf,covered,,,,,,,,,inv#757,2026-07-31T00:02:44.107604
Drivemate Invoice FT00000009.pdf,Drivemate Invoice FT00000009.pdf,duplicate,,,,,,,,,inv#740,2026-07-31T00:02:44.134550
1777265078670-INV-01284.pdf,1777265078670-INV-01284.pdf,covered,,,,,,,,,inv#338,2026-07-31T00:02:58.710834
NTUC email.png,NTUC email.png,covered,,,,,,,,,inv#952,2026-07-31T00:02:58.738904
INV02136632_A00062140_04032024.pdf,INV02136632_A00062140_04032024.pdf,covered,,,,,,,,,inv#1526,2026-07-31T00:02:58.769015
20241005 Invoice - Data Management.pdf,20241005 Invoice - Data Management.pdf,stray_loaded,1708,True,invoice,1,bill_to,45,MATCHED,1710,,2026-07-31T00:02:58.797035
AU-MRKV031681C9 TaxInvoice (1).pdf,AU-MRKV031681C9 TaxInvoice (1).pdf,covered,,,,,,,,,inv#920,2026-07-31T00:03:14.785084
Inv_18416_from_Rohde_Smash_Repairs.pdf,Inv_18416_from_Rohde_Smash_Repairs.pdf,stray_loaded,1709,True,tax_invoice,3,bill_to,652,MATCHED,5032,,2026-07-31T00:03:14.818738
Invoice_103933.pdf,Invoice_103933.pdf,covered,,,,,,,,,inv#544,2026-07-31T00:03:28.185416
Invoice INV-0081.pdf,Invoice INV-0081.pdf,stray_loaded,1710,True,tax_invoice,3,bill_to,,QUARANTINE,,,2026-07-31T00:03:28.216310
SGIN25-3002.pdf,SGIN25-3002.pdf,covered,,,,,,,,,inv#1025,2026-07-31T00:03:44.944218
Invoice_INV_MI_22790.pdf,Invoice_INV_MI_22790.pdf,covered,,,,,,,,,inv#1329,2026-07-31T00:03:44.973322
image (1).png,image (1).png,stray_loaded,1711,True,tax_invoice,3,bill_to,652,MATCHED,5032,,2026-07-31T00:03:45.001451
Invoice 2157.pdf,Invoice 2157.pdf,covered,,,,,,,,,inv#1274,2026-07-31T00:04:03.470077
6598576_FEE INVOICE.pdf,6598576_FEE INVOICE.pdf,covered,,,,,,,,,inv#853,2026-07-31T00:04:03.497604
1VB7XO-Melbourne Prestige - Invoice 133.jpeg,1VB7XO-Melbourne Prestige - Invoice 133.jpeg,covered,,,,,,,,,inv#1078,2026-07-31T00:04:03.528421
2024-11-25 Invoice #3461 - Invoice.pdf,2024-11-25 Invoice #3461 - Invoice.pdf,covered,,,,,,,,,inv#1272,2026-07-31T00:04:03.558561
Ref 250062.pdf,Ref 250062.pdf,covered,,,,,,,,,inv#484,2026-07-31T00:04:03.585822
INV02232863_A00062140_08032024.pdf,INV02232863_A00062140_08032024.pdf,covered,,,,,,,,,inv#1016,2026-07-31T00:04:03.614639
61001.pdf,61001.pdf,covered,,,,,,,,,inv#1438,2026-07-31T00:04:03.645571
SGIN24-2651.pdf,SGIN24-2651.pdf,covered,,,,,,,,,inv#1576,2026-07-31T00:04:03.673437
Drivemate Invoice FT00000008.pdf,Drivemate Invoice FT00000008.pdf,duplicate,,,,,,,,,inv#742,2026-07-31T00:04:03.701511
Invoice_103503.pdf,Invoice_103503.pdf,stray_loaded,1713,True,invoice,3,bill_to,130,MATCHED,5030,,2026-07-31T00:04:17.654477
VL40301694.pdf,VL40301694.pdf,covered,,,,,,,,,inv#536,2026-07-31T00:04:23.131507
VL40283808 - 1VB7XO.pdf,VL40283808 - 1VB7XO.pdf,covered,,,,,,,,,inv#1096,2026-07-31T00:04:23.159723
INV0000207002 Jun25.pdf,INV0000207002 Jun25.pdf,duplicate,,,,,,,,,inv#733,2026-07-31T00:04:23.187961
110225112952 - Drivelah.pdf,110225112952 - Drivelah.pdf,covered,,,,,,,,,inv#706,2026-07-31T00:04:36.661059
Motor Vehicle Fleet Invoice 236622 - DRIVELA.pdf,Motor Vehicle Fleet Invoice 236622 - DRIVELA.pdf,covered,,,,,,,,,inv#358,2026-07-31T00:04:36.688341
SHARPS Invoice 80840.pdf,SHARPS Invoice 80840.pdf,covered,,,,,,,,,inv#618,2026-07-31T00:04:36.713460
Ilya - INV-01258.pdf,Ilya - INV-01258.pdf,stray_loaded,1715,True,tax_invoice,3,bill_to,138,MATCHED,5032,,2026-07-31T00:04:36.742961
INV0006.pdf,INV0006.pdf,covered,,,,,,,,,inv#1520,2026-07-31T00:04:42.656982
Invoice INV-3628.pdf,Invoice INV-3628.pdf,covered,,,,,,,,,inv#1366,2026-07-31T00:04:42.680931
5123420472-02 Oct DN.pdf,5123420472-02 Oct DN.pdf,covered,,,,,,,,,inv#1567,2026-07-31T00:04:42.709041
PS Marrickville-Invoice 0000362 (1).pdf,PS Marrickville-Invoice 0000362 (1).pdf,covered,,,,,,,,,inv#916,2026-07-31T00:04:42.739320
Invoice_260171_from_ACE.pdf,Invoice_260171_from_ACE.pdf,stray_loaded,1716,True,tax_invoice,3,bill_to,28,MATCHED,6500,,2026-07-31T00:04:42.768014
INV0000198343 Apr Invoice.pdf,INV0000198343 Apr Invoice.pdf,duplicate,,,,,,,,,inv#735,2026-07-31T00:04:57.810127
Inv_18551_from_Rohde_Smash_Repairs.pdf,Inv_18551_from_Rohde_Smash_Repairs.pdf,covered,,,,,,,,,inv#638,2026-07-31T00:05:11.744379
1772496398830-Invoice_16672430_020326111408.pdf,1772496398830-Invoice_16672430_020326111408.pdf,covered,,,,,,,,,inv#413,2026-07-31T00:05:11.772550
INVOICE - DL Medium Sticker 12Aug24.pdf,INVOICE - DL Medium Sticker 12Aug24.pdf,covered,,,,,,,,,inv#1341,2026-07-31T00:05:11.800587
Nick_s invoices.pdf,Nick_s invoices.pdf,covered,,,,,,,,,inv#1283,2026-07-31T00:05:11.829932
1776833119638-SLR2651X-invoice.pdf,1776833119638-SLR2651X-invoice.pdf,covered,,,,,,,,,inv#342,2026-07-31T00:05:11.860534
AU-MRKV0300291D - TaxInvoice (2).pdf,AU-MRKV0300291D - TaxInvoice (2).pdf,covered,,,,,,,,,inv#958,2026-07-31T00:05:11.891401
Invoice_CON08122_INVSGP12892.pdf,Invoice_CON08122_INVSGP12892.pdf,covered,,,,,,,,,inv#1604,2026-07-31T00:05:11.919139
Drive LAH Invoice INV-4354.pdf,Drive LAH Invoice INV-4354.pdf,covered,,,,,,,,,inv#1073,2026-07-31T00:05:11.949270
SGIN24-526885.pdf,SGIN24-526885.pdf,stray_loaded,1718,True,tax_invoice,2,bill_to,355,MATCHED,,,2026-07-31T00:05:11.978063
SGIN25-3001 (2).pdf,SGIN25-3001 (2).pdf,covered,,,,,,,,,inv#1024,2026-07-31T00:05:28.566128
AlMo_invoice_Drivemate_OTOPLUG_October(2025_10_31).pdf,AlMo_invoice_Drivemate_OTOPLUG_October(2025_10_31).pdf,stray_loaded,1719,True,invoice,3,bill_to,649,MATCHED,5030,,2026-07-31T00:05:28.593905
1770883811789-73906095.pdf,1770883811789-73906095.pdf,covered,,,,,,,,,inv#441,2026-07-31T00:05:42.225530
"TAX INVOICE DM006 - ROOKS, Melissa - 1HIO365 (17.11.24).pdf","TAX INVOICE DM006 - ROOKS, Melissa - 1HIO365 (17.11.24).pdf",covered,,,,,,,,,inv#1303,2026-07-31T00:05:42.255143
1781591657151-4048763_20260611_FEE-INVOICE-B.pdf,1781591657151-4048763_20260611_FEE-INVOICE-B.pdf,stray_loaded,1720,True,tax_invoice,3,bill_to,72,MATCHED,5034,,2026-07-31T00:05:42.287551
Client Statement - DRIVELA (1).pdf,Client Statement - DRIVELA (1).pdf,covered,,,,,,,,,inv#1122,2026-07-31T00:05:48.761986
May25 INV0000203982.pdf,May25 INV0000203982.pdf,duplicate,,,,,,,,,inv#734,2026-07-31T00:05:48.790740
Invoice_250279_from_ACE.pdf,Invoice_250279_from_ACE.pdf,stray_loaded,1722,True,tax_invoice,3,bill_to,28,MATCHED,6500,,2026-07-31T00:06:02.197630
Screenshot 2025-06-03 at 9.24.29 AM.png,Screenshot 2025-06-03 at 9.24.29 AM.png,covered,,,,,,,,,inv#816,2026-07-31T00:06:18.769312
1775006189834-4027467_Fee-invoice.pdf,1775006189834-4027467_Fee-invoice.pdf,covered,,,,,,,,,inv#372,2026-07-31T00:06:18.797337
901931.pdf,901931.pdf,covered,,,,,,,,,inv#613,2026-07-31T00:06:18.828774
Tax Invoice #14318.pdf,Tax Invoice #14318.pdf,covered,,,,,,,,,inv#836,2026-07-31T00:06:18.854354
INV 403-INV24_23194 GBL1750A.pdf,INV 403-INV24_23194 GBL1750A.pdf,covered,,,,,,,,,inv#1544,2026-07-31T00:06:18.883768
SuperAccrualsByEmployee20260101-20260331 (12).pdf,SuperAccrualsByEmployee20260101-20260331 (12).pdf,not_invoice,1723,False,report,3,bill_to,,QUARANTINE,,,2026-07-31T00:06:18.914114
Grab Receipt 2.png,Grab Receipt 2.png,not_invoice,1724,False,receipt,3,bill_to,329,MATCHED,6400,,2026-07-31T00:06:22.308745
M2506892.pdf,M2506892.pdf,covered,,,,,,,,,inv#562,2026-07-31T00:06:38.272272
Invoice INV-0133.pdf,Invoice INV-0133.pdf,stray_loaded,1725,True,tax_invoice,3,bill_to,,QUARANTINE,,,2026-07-31T00:06:38.298943
SHARPS Invoice 73270.pdf,SHARPS Invoice 73270.pdf,covered,,,,,,,,,inv#1054,2026-07-31T00:06:54.010608
Invoice_104122.pdf,Invoice_104122.pdf,covered,,,,,,,,,inv#513,2026-07-31T00:06:54.039599
11062025 - SMD8456R-INV-683fdf73674d797f9d74b679-KATHLEEN.pdf,11062025 - SMD8456R-INV-683fdf73674d797f9d74b679-KATHLEEN.pdf,stray_loaded,1726,True,invoice,2,currency,,QUARANTINE,,,2026-07-31T00:06:54.068322
AU-MRKV03298102 TaxInvoice.pdf,AU-MRKV03298102 TaxInvoice.pdf,covered,,,,,,,,,inv#598,2026-07-31T00:07:09.835105
FTI1100003599.pdf,FTI1100003599.pdf,stray_loaded,1727,True,tax_invoice,3,bill_to,123,MATCHED,5033,,2026-07-31T00:07:09.864747
1773801080006-INV-01283.pdf,1773801080006-INV-01283.pdf,covered,,,,,,,,,inv#394,2026-07-31T00:07:15.670011
25.0322.pdf,25.0322.pdf,covered,,,,,,,,,inv#504,2026-07-31T00:07:15.698555
New Claim Acknowledgement 344LTJ.pdf,New Claim Acknowledgement 344LTJ.pdf,covered,,,,,,,,,inv#1318,2026-07-31T00:07:15.728434
98841 (1).pdf,98841 (1).pdf,covered,,,,,,,,,inv#1249,2026-07-31T00:07:15.757577
Invoice INV133279.pdf,Invoice INV133279.pdf,covered,,,,,,,,,inv#1484,2026-07-31T00:07:15.785093
41 Drive Lah Ventures Holding Pte. Ltd.pdf,41 Drive Lah Ventures Holding Pte. Ltd.pdf,covered,,,,,,,,,inv#868,2026-07-31T00:07:15.820311
VR Graphics Invoice September 2024.pdf,VR Graphics Invoice September 2024.pdf,covered,,,,,,,,,inv#1354,2026-07-31T00:07:15.848150
Invoice_250379_from_ACE.pdf,Invoice_250379_from_ACE.pdf,duplicate,,,,,,,,,inv#502,2026-07-31T00:07:15.875990
SG-JCS-054435 (1).pdf,SG-JCS-054435 (1).pdf,covered,,,,,,,,,inv#1492,2026-07-31T00:07:31.330504
Contractor Invoice.pdf,Contractor Invoice.pdf,covered,,,,,,,,,inv#1223,2026-07-31T00:07:31.359750
New Claim Acknowledgement (5) (2).pdf,New Claim Acknowledgement (5) (2).pdf,covered,,,,,,,,,inv#1313,2026-07-31T00:07:31.388368
C0716302_20260324_105240.pdf,C0716302_20260324_105240.pdf,stray_loaded,1729,True,tax_invoice,3,bill_to,41,MATCHED,5032,,2026-07-31T00:07:31.418089
FLE031149.pdf,FLE031149.pdf,not_invoice,,,other,,,,,,,2026-07-31T00:07:36.076690
Invoice - RS - Drive Lah Ventures Holding Pte Ltd - 38 (2).pdf,Invoice - RS - Drive Lah Ventures Holding Pte Ltd - 38 (2).pdf,covered,,,,,,,,,inv#932,2026-07-31T00:07:36.107138
Invoice_INV_MI_25763.pdf,Invoice_INV_MI_25763.pdf,covered,,,,,,,,,inv#996,2026-07-31T00:07:36.133123
New Claim Acknowledgement YUU354.pdf,New Claim Acknowledgement YUU354.pdf,covered,,,,,,,,,inv#1094,2026-07-31T00:07:36.162615
INV0000266338 Sep billing.pdf,INV0000266338 Sep billing.pdf,stray_loaded,1730,True,tax_invoice,3,bill_to,509,MATCHED,5060,,2026-07-31T00:07:36.190665
Adjustment_ SG-JCS-CN-006822.pdf,Adjustment_ SG-JCS-CN-006822.pdf,covered,,,,,,,,,inv#1299,2026-07-31T00:07:49.569021
DRIVE MATE AUSTRALIA PTY LTD FTI00090279.pdf,DRIVE MATE AUSTRALIA PTY LTD FTI00090279.pdf,covered,,,,,,,,,inv#939,2026-07-31T00:07:49.597669
1779918908701-SKM1410U.pdf,1779918908701-SKM1410U.pdf,covered,,,,,,,,,inv#305,2026-07-31T00:07:49.627911
image0 (1) (2).jpeg,image0 (1) (2).jpeg,covered,,,,,,,,,inv#1154,2026-07-31T00:07:49.656097
Motor Fleet Renewal (May) Invoice 229549 - DRIVELA.pdf,Motor Fleet Renewal (May) Invoice 229549 - DRIVELA.pdf,covered,,,,,,,,,inv#674,2026-07-31T00:07:49.683101
SGIN25-351624.pdf,SGIN25-351624.pdf,covered,,,,,,,,,inv#710,2026-07-31T00:07:49.711171
Invoice INV-1358.pdf,Invoice INV-1358.pdf,covered,,,,,,,,,inv#1585,2026-07-31T00:07:49.739459
Invoice 2147.pdf,Invoice 2147.pdf,covered,,,,,,,,,inv#1280,2026-07-31T00:07:49.767912
Motor Vehicle Invoice 227803 - DRIVELA.pdf,Motor Vehicle Invoice 227803 - DRIVELA.pdf,covered,,,,,,,,,inv#596,2026-07-31T00:07:49.796227
Excess Request (13) (1).pdf,Excess Request (13) (1).pdf,covered,,,,,,,,,inv#745,2026-07-31T00:07:49.825154
SHARPS Invoice 70195.pdf,SHARPS Invoice 70195.pdf,covered,,,,,,,,,inv#1184,2026-07-31T00:07:49.854749
Invoice_CON06348_INVSGP12435 (3).pdf,Invoice_CON06348_INVSGP12435 (3).pdf,covered,,,,,,,,,inv#1503,2026-07-31T00:07:49.884446
1ZS8DY - Repo invoice.pdf,1ZS8DY - Repo invoice.pdf,covered,,,,,,,,,inv#1241,2026-07-31T00:07:49.913286
VH-PI-25-006869.pdf,VH-PI-25-006869.pdf,covered,,,,,,,,,inv#537,2026-07-31T00:07:49.942007
FLM - 39162_Fee invoice B - 232LI7.pdf,FLM - 39162_Fee invoice B - 232LI7.pdf,stray_loaded,1731,True,tax_invoice,3,bill_to,72,MATCHED,5034,,2026-07-31T00:07:49.969042
invoice_INV02416126.pdf,invoice_INV02416126.pdf,stray_loaded,1732,True,invoice,2,bill_to,87,MATCHED,6701,,2026-07-31T00:07:55.638342
5123420472-04 Aug 2025 DN.pdf,5123420472-04 Aug 2025 DN.pdf,stray_loaded,1733,True,tax_invoice,2,bill_to,,QUARANTINE,,,2026-07-31T00:08:11.579000
XS Recovery Ltr - NS M2501188 (1).pdf,XS Recovery Ltr - NS M2501188 (1).pdf,covered,,,,,,,,,inv#580,2026-07-31T00:08:28.441317
T0377337_20250226_081657 (1) (1).pdf,T0377337_20250226_081657 (1) (1).pdf,covered,,,,,,,,,inv#1086,2026-07-31T00:08:28.468286
Rego BJY66A Excess Request .pdf,Rego BJY66A Excess Request .pdf,covered,,,,,,,,,inv#660,2026-07-31T00:08:28.499080
INV for Towing 143JT6.png,INV for Towing 143JT6.png,covered,,,,,,,,,inv#1099,2026-07-31T00:08:28.529417
1774597433544-84306910_Fee-invoice-2.pdf,1774597433544-84306910_Fee-invoice-2.pdf,covered,,,,,,,,,inv#379,2026-07-31T00:08:28.559655
New Claim Acknowledgement (1).pdf,New Claim Acknowledgement (1).pdf,covered,,,,,,,,,inv#1172,2026-07-31T00:08:28.588157
