#,txn_date,value_date,amount,running_balance,description
641,2024-11-26,2024-11-26,-13.95,33440.83,DEBIT PURCHASE USD 10.00 23/11/24 xx-4180 ONELINK.TO JAR
642,2024-11-26,2024-11-26,313.00,33753.83,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
643,2024-11-26,2024-11-26,15.00,33768.83,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
644,2024-11-26,2024-11-26,85.80,33854.63,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
645,2024-11-26,2024-11-26,152.00,34006.63,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
646,2024-11-26,2024-11-26,90.14,34096.77,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
647,2024-11-26,2024-11-26,3.49,34100.26,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
648,2024-11-26,2024-11-26,43.68,34143.94,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
649,2024-11-26,2024-11-26,2.01,34145.95,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
650,2024-11-26,2024-11-26,19.09,34165.04,"PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN RNB05ESNB\68 Singapore dollar deposits of non-bank depositors and monies and deposits denominated in Singapore dollars under the Supplementary Retirement Scheme are insured by the Singapore Deposit Insurance Corporation, for up to S$100,000 in aggregate per depositor per Scheme member by law. Monies and deposits denominated in Singapore dollars under the CPF Investment Scheme and CPF Retirement Sum Scheme are aggregated and separately insured up to S$100,000 for each depositor per Scheme member. Foreign currency deposits, dual currency investments, structured deposits and other investment products are not insured."
651,2024-11-26,2024-11-26,58.76,34223.80,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
652,2024-11-26,2024-11-26,3.26,34227.06,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
653,2024-11-26,2024-11-26,-10000.00,24227.06,FAST PAYMENT OTHR WISE SM3P241126921889 SM3P241126921889
654,2024-11-26,2024-11-26,40155.00,64382.06,TT IN SGD USD 30000.00 OC241126012497000 TT-USD30000.00
655,2024-11-27,2024-11-27,-78.08,64303.98,DEBIT PURCHASE USD 55.95 24/11/24 xx-4648 MONDAY.COM 120
656,2024-11-27,2024-11-27,-3000.00,61303.98,DEBIT PURCHASE 25/11/24 xx-8724 GOOGLE*ADS9173773995 CC
657,2024-11-27,2024-11-27,-89.75,61214.23,"DEBIT PURCHASE USD 64.31 25/11/24 xx-7293 TYPEFORM, S.L. BAR"
658,2024-11-27,2024-11-27,-6.50,61207.73,DEBIT PURCHASE USD 4.66 24/11/24 xx-4180 WHALE RON
659,2024-11-27,2024-11-27,-6.34,61201.39,"DEBIT PURCHASE USD 4.55 25/11/24 xx-4180 WHALE RON RNB05ESNB\69 Singapore dollar deposits of non-bank depositors and monies and deposits denominated in Singapore dollars under the Supplementary Retirement Scheme are insured by the Singapore Deposit Insurance Corporation, for up to S$100,000 in aggregate per depositor per Scheme member by law. Monies and deposits denominated in Singapore dollars under the CPF Investment Scheme and CPF Retirement Sum Scheme are aggregated and separately insured up to S$100,000 for each depositor per Scheme member. Foreign currency deposits, dual currency investments, structured deposits and other investment products are not insured."
660,2024-11-27,2024-11-27,-367.77,60833.62,DEBIT PURCHASE EUR 250.95 24/11/24 xx-7507 RECRUITEE* BTU1XGTFEPH AMS
661,2024-11-27,2024-11-27,4.50,60838.12,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
662,2024-11-27,2024-11-27,3.63,60841.75,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
663,2024-11-27,2024-11-27,60.59,60902.34,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
664,2024-11-27,2024-11-27,32.46,60934.80,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
665,2024-11-27,2024-11-27,15.60,60950.40,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
666,2024-11-27,2024-11-27,22.95,60973.35,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
667,2024-11-27,2024-11-27,150.00,61123.35,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
668,2024-11-27,2024-11-27,3.24,61126.59,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
669,2024-11-27,2024-11-27,3.24,61129.83,"PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN RNB05ESNB\70 Singapore dollar deposits of non-bank depositors and monies and deposits denominated in Singapore dollars under the Supplementary Retirement Scheme are insured by the Singapore Deposit Insurance Corporation, for up to S$100,000 in aggregate per depositor per Scheme member by law. Monies and deposits denominated in Singapore dollars under the CPF Investment Scheme and CPF Retirement Sum Scheme are aggregated and separately insured up to S$100,000 for each depositor per Scheme member. Foreign currency deposits, dual currency investments, structured deposits and other investment products are not insured."
670,2024-11-27,2024-11-27,72.00,61201.83,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
671,2024-11-27,2024-11-27,52.04,61253.87,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
672,2024-11-27,2024-11-27,58.76,61312.63,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
673,2024-11-27,2024-11-27,58.76,61371.39,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
674,2024-11-27,2024-11-27,34.08,61405.47,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
675,2024-11-27,2024-11-27,1.10,61406.57,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
676,2024-11-27,2024-11-27,11.52,61418.09,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN DRVLAHKNSPF JvME
677,2024-11-27,2024-11-27,3.78,61421.87,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
678,2024-11-27,2024-11-27,35.52,61457.39,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
679,2024-11-27,2024-11-27,3.94,61461.33,"PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN RNB05ESNB\71 Singapore dollar deposits of non-bank depositors and monies and deposits denominated in Singapore dollars under the Supplementary Retirement Scheme are insured by the Singapore Deposit Insurance Corporation, for up to S$100,000 in aggregate per depositor per Scheme member by law. Monies and deposits denominated in Singapore dollars under the CPF Investment Scheme and CPF Retirement Sum Scheme are aggregated and separately insured up to S$100,000 for each depositor per Scheme member. Foreign currency deposits, dual currency investments, structured deposits and other investment products are not insured."
680,2024-11-27,2024-11-27,-40000.00,21461.33,FAST PAYMENT OTHR WISE SM3P241127937647 SM3P241127937647
681,2024-11-28,2024-11-28,-1326.23,20135.10,DEBIT PURCHASE USD 950.21 25/11/24 xx-4699 Twilio PPBGGJCPPHS2476 San
682,2024-11-28,2024-11-28,-364.28,19770.82,DEBIT PURCHASE USD 261.00 25/11/24 xx-4180 SAFETYCULTURE.COM AMS
683,2024-11-28,2024-11-28,-83.52,19687.30,DEBIT PURCHASE USD 60.00 25/11/24 xx-8744 CIRCLECI.COM SAN
684,2024-11-28,2024-11-28,79.00,19766.30,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
685,2024-11-28,2024-11-28,4.24,19770.54,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
686,2024-11-28,2024-11-28,200.00,19970.54,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
687,2024-11-28,2024-11-28,3.63,19974.17,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
688,2024-11-28,2024-11-28,80.00,20054.17,"PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN RNB05ESNB\72 Singapore dollar deposits of non-bank depositors and monies and deposits denominated in Singapore dollars under the Supplementary Retirement Scheme are insured by the Singapore Deposit Insurance Corporation, for up to S$100,000 in aggregate per depositor per Scheme member by law. Monies and deposits denominated in Singapore dollars under the CPF Investment Scheme and CPF Retirement Sum Scheme are aggregated and separately insured up to S$100,000 for each depositor per Scheme member. Foreign currency deposits, dual currency investments, structured deposits and other investment products are not insured."
689,2024-11-28,2024-11-28,65.14,20119.31,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
690,2024-11-28,2024-11-28,6.84,20126.15,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
691,2024-11-28,2024-11-28,4.45,20130.60,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
692,2024-11-28,2024-11-28,15.40,20146.00,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
693,2024-11-28,2024-11-28,15.00,20161.00,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
694,2024-11-28,2024-11-28,60.59,20221.59,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
695,2024-11-28,2024-11-28,79.00,20300.59,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
696,2024-11-28,2024-11-28,67.37,20367.96,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
697,2024-11-28,2024-11-28,9.24,20377.20,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
698,2024-11-28,2024-11-28,23.80,20401.00,"PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN RNB05ESNB\73 Singapore dollar deposits of non-bank depositors and monies and deposits denominated in Singapore dollars under the Supplementary Retirement Scheme are insured by the Singapore Deposit Insurance Corporation, for up to S$100,000 in aggregate per depositor per Scheme member by law. Monies and deposits denominated in Singapore dollars under the CPF Investment Scheme and CPF Retirement Sum Scheme are aggregated and separately insured up to S$100,000 for each depositor per Scheme member. Foreign currency deposits, dual currency investments, structured deposits and other investment products are not insured."
699,2024-11-28,2024-11-28,126.35,20527.35,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
700,2024-11-28,2024-11-28,85.00,20612.35,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
701,2024-11-28,2024-11-28,58.76,20671.11,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
702,2024-11-29,2024-11-29,231.96,20903.07,CASH REBATE CASH REBATE
703,2024-11-29,2024-11-29,-13.63,20889.44,"CCY CONVERSION FEE FOR: 1,362.50 SGD"
704,2024-11-29,2024-11-29,-1362.50,19526.94,DEBIT PURCHASE 27/11/24 xx-8724 FACEBK *H88ZAF4BY Dub
705,2024-11-29,2024-11-29,-29.68,19497.26,DEBIT PURCHASE AUD 32.80 27/11/24 xx-8724 DRIVE MATE MEL
706,2024-11-29,2024-11-29,73.06,19570.32,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
707,2024-11-29,2024-11-29,15.23,19585.55,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
708,2024-11-29,2024-11-29,79.00,19664.55,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
709,2024-11-29,2024-11-29,71.00,19735.55,"PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN RNB05ESNB\74 Singapore dollar deposits of non-bank depositors and monies and deposits denominated in Singapore dollars under the Supplementary Retirement Scheme are insured by the Singapore Deposit Insurance Corporation, for up to S$100,000 in aggregate per depositor per Scheme member by law. Monies and deposits denominated in Singapore dollars under the CPF Investment Scheme and CPF Retirement Sum Scheme are aggregated and separately insured up to S$100,000 for each depositor per Scheme member. Foreign currency deposits, dual currency investments, structured deposits and other investment products are not insured."
710,2024-11-29,2024-11-29,86.00,19821.55,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
711,2024-11-29,2024-11-29,12.76,19834.31,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
712,2024-11-29,2024-11-29,103.42,19937.73,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
713,2024-11-29,2024-11-29,71.00,20008.73,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
714,2024-11-29,2024-11-29,14.85,20023.58,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
715,2024-11-29,2024-11-29,213.48,20237.06,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
716,2024-11-29,2024-11-29,95.00,20332.06,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
717,2024-11-29,2024-11-29,51.96,20384.02,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
718,2024-11-29,2024-11-29,1.06,20385.08,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
719,2024-11-29,2024-11-29,99.00,20484.08,"PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN RNB05ESNB\75 Singapore dollar deposits of non-bank depositors and monies and deposits denominated in Singapore dollars under the Supplementary Retirement Scheme are insured by the Singapore Deposit Insurance Corporation, for up to S$100,000 in aggregate per depositor per Scheme member by law. Monies and deposits denominated in Singapore dollars under the CPF Investment Scheme and CPF Retirement Sum Scheme are aggregated and separately insured up to S$100,000 for each depositor per Scheme member. Foreign currency deposits, dual currency investments, structured deposits and other investment products are not insured."
720,2024-11-29,2024-11-29,83.00,20567.08,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
721,2024-11-29,2024-11-29,14.35,20581.43,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
722,2024-11-29,2024-11-29,23.40,20604.83,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
723,2024-11-29,2024-11-29,50.00,20654.83,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
724,2024-11-29,2024-11-29,43.48,20698.31,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
725,2024-11-29,2024-11-29,47.65,20745.96,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
726,2024-11-29,2024-11-29,36.96,20782.92,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
727,2024-11-29,2024-11-29,3.63,20786.55,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
728,2024-11-30,2024-11-30,-69.68,20716.87,"DEBIT PURCHASE USD 50.00 28/11/24 xx-1247 LOOM SUBSCRIPTION SAN RNB05ESNB\76 Singapore dollar deposits of non-bank depositors and monies and deposits denominated in Singapore dollars under the Supplementary Retirement Scheme are insured by the Singapore Deposit Insurance Corporation, for up to S$100,000 in aggregate per depositor per Scheme member by law. Monies and deposits denominated in Singapore dollars under the CPF Investment Scheme and CPF Retirement Sum Scheme are aggregated and separately insured up to S$100,000 for each depositor per Scheme member. Foreign currency deposits, dual currency investments, structured deposits and other investment products are not insured. Please check this statement & advise us of any discrepancies within 14 days of receipt. If we do not hear from you, we will take this statement as correct and binding. You may update your address and contact numbers via OCBC Online Banking or our ATMs. Alternatively, you may download and submit the ‘Change of address / contact details’ form available on ocbc.com/forms. REVISIONS TO TERMS AND We will revise the OCBC Business Account Terms and CONDITIONS Conditions with effect from 1 January 2025. Please refer to www.ocbc.com/business-banking/notices for more details on the revisions. REVISION OF CASH DEPOSIT We will be revising our Cash Deposit charges from CHARGES 1 December 2024 (inclusive of this date). For more details, visit OCBC website > Notices. REVISION TO FAST & GIRO From 1 January 2025, we will be revising the number of CHARGES FOR BUSINESS free FAST payment and GIRO transactions to 80 per month, GROWTH ACCOUNT respectively, for Business Growth Account. Please refer to www.ocbc.com/business-banking/notices for more details. RNB05ESNB\77 Singapore dollar deposits of non-bank depositors and monies and deposits denominated in Singapore dollars under the Supplementary Retirement Scheme are insured by the Singapore Deposit Insurance Corporation, for up to S$100,000 in aggregate per depositor per Scheme member by law. Monies and deposits denominated in Singapore dollars under the CPF Investment Scheme and CPF Retirement Sum Scheme are aggregated and separately insured up to S$100,000 for each depositor per Scheme member. Foreign currency deposits, dual currency investments, structured deposits and other investment products are not insured. CHARGING FROM 1ST We will start charging from the first transaction for all BUSINESS ACCOUNTS For more details, visit OCBC website > Notices. For more information, visit any of our branches or log on to www.ocbc.com RNB05ESNB\78 Singapore dollar deposits of non-bank depositors and monies and deposits denominated in Singapore dollars under the Supplementary Retirement Scheme are insured by the Singapore Deposit Insurance Corporation, for up to S$100,000 in aggregate per depositor per Scheme member by law. Monies and deposits denominated in Singapore dollars under the CPF Investment Scheme and CPF Retirement Sum Scheme are aggregated and separately insured up to S$100,000 for each depositor per Scheme member. Foreign currency deposits, dual currency investments, structured deposits and other investment products are not insured."
